step,loss value
100,1.2909452
200,0.53784156
300,0.48538285
400,0.32046252
500,0.6039737
600,0.443244
700,0.6154226
800,0.40183824
900,0.6291095
1000,0.13378787
1100,0.48342526
1200,0.59945875
1300,0.5047679
1400,0.38696152
1500,0.3865672
1600,0.47650474
1700,1.0559335
1800,0.52118385
1900,1.9803197
2000,1.6995263
2100,0.17287488
2200,0.5776354
2300,0.6120435
2400,0.6435697
2500,0.114630595
2600,0.026867157
2700,0.13806525
2800,0.02160526
2900,0.30529624
3000,0.09439523
3100,0.049527906
3200,0.03172369
3300,0.170043
3400,0.029009914
3500,0.03393212
3600,0.031697582
3700,0.030488096
3800,0.0448107
3900,0.022832386
4000,0.018128257
4100,0.04180179
4200,1.8672308
4300,0.026860315
4400,0.6196724
4500,3.0622325
4600,0.045211975
4700,0.9450573
4800,0.02912104
4900,0.030899946
5000,0.028021444
5100,0.01466739
5200,0.0665619
5300,0.2801187
5400,0.055662848
5500,0.02615413
5600,0.02644585
5700,0.032356277
5800,0.08754527
5900,0.017808491
6000,0.02209606
6100,2.060592
6200,0.014832873
6300,0.01670412
6400,0.025290623
6500,0.036466826
6600,0.023113433
6700,0.018194683
6800,0.02217535
6900,1.2376107
7000,0.019490987
7100,0.116542995
7200,0.2871014
7300,0.0077951467
7400,0.34276074
7500,0.0143933855
7600,0.008715995
7700,0.06132123
7800,0.12886748
7900,0.029902961
8000,0.046591006
8100,0.012510529
8200,0.012178006
8300,0.018727336
8400,0.050376967
8500,0.3213123
8600,0.014017554
8700,0.30246642
8800,0.03244172
8900,0.011913871
9000,1.5851444
9100,0.060299084
9200,0.07205649
9300,0.12606785
9400,1.5574334
9500,0.01186591
9600,1.2375361
9700,0.023673497
9800,0.089679465
9900,0.035834756
10000,0.08726774
10100,0.018627882
10200,0.019312274
10300,0.02058664
10400,0.57819194
10500,0.028000066
10600,0.10018659
10700,1.8413119
10800,0.02220702
10900,0.2874777
11000,0.041361656
11100,0.013792522
11200,0.01709523
11300,0.016553758
11400,0.015963394
11500,0.62985665
11600,1.5443509
11700,1.8518101
11800,1.231871
11900,0.020184755
12000,0.33250806
12100,0.022527885
12200,0.007446511
12300,0.021733724
12400,0.009541007
12500,0.055564277
12600,0.012514187
12700,0.008486973
12800,0.5925723
12900,0.011105321
13000,0.06720861
13100,0.0035256832
13200,0.2789743
13300,0.17368776
13400,0.020056013
13500,0.022100696
13600,0.025903419
13700,0.011763301
13800,1.2561824
13900,1.7790585
14000,0.014450526
14100,0.008472731
14200,0.08015836
14300,0.043455444
14400,0.017117457
14500,0.020311426
14600,0.022269854
14700,0.013402639
14800,0.59490895
14900,0.10433409
15000,0.007841396
15100,0.015744481
15200,0.049109634
15300,0.0032055345
15400,0.39306197
15500,0.028460775
15600,0.11560327
15700,0.0108712055
15800,0.011400286
15900,0.94294494
16000,0.024237331
16100,0.14314252
16200,0.0142479
16300,0.017913137
16400,0.023343941
16500,0.08603327
16600,0.069615886
16700,0.024240216
16800,0.008165963
16900,1.2459083
17000,0.027937623
17100,0.0075765345
17200,0.008283885
17300,0.0146110505
17400,0.013852613
17500,0.019998189
17600,0.24058941
17700,0.038510926
17800,0.01597395
17900,0.026577123
18000,1.2414685
18100,0.28605646
18200,0.018561408
18300,0.9125659
18400,0.025687702
18500,0.057894774
18600,0.034497634
18700,0.020432448
18800,0.006742403
18900,0.020772077
19000,0.06871155
19100,0.9165771
19200,0.039845474
19300,0.6448743
19400,0.015859317
19500,0.017528227
19600,2.1408088
19700,1.2324959
19800,0.043877393
19900,0.9081538
20000,0.0040205303
20100,0.021980967
20200,0.020027231
